TERYT Gminy,Gmina,Liczba wyborców uprawnionych do głosowania,Liczba głosów ważnych,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
142805,gm. Nowa Sucha,5277,3891,101,877,188,1758,311,601,55,0,0,0,0,0
142806,gm. Rybno,2671,1938,36,441,68,989,151,207,46,0,0,0,0,0
142807,gm. Sochaczew,8762,6626,132,1641,343,2557,474,1397,82,0,0,0,0,0
142808,gm. Teresin,9175,7055,151,1263,458,2816,567,1633,167,0,0,0,0,0
142901,m. Sokołów Podlaski,14262,10718,124,1827,494,4636,865,2519,209,0,27,0,17,0
142902,gm. Bielany,2760,2226,42,267,41,1475,206,144,38,0,6,0,7,0
142903,gm. Ceranów,1642,1087,24,135,31,704,94,76,16,0,5,0,2,0
142904,gm. Jabłonna Lacka,3452,2374,37,384,70,1476,146,200,56,0,4,0,1,0
142905,gm. Kosów Lacki,4606,3259,45,446,99,1980,303,309,59,0,13,0,5,0
142906,gm. Repki,3967,2935,37,585,53,1798,203,190,60,0,7,0,2,0
142907,gm. Sabnie,2765,1906,28,431,44,1012,180,171,35,0,4,0,1,0
142908,gm. Sokołów Podlaski,4688,3434,43,539,119,1891,308,467,46,0,10,0,11,0
142909,gm. Sterdyń,3049,2121,43,435,89,1143,186,185,28,0,9,0,3,0
143001,gm. Chlewiska,4631,2924,51,257,140,1725,267,443,33,8,0,0,0,0
143002,gm. Jastrząb,3977,2874,69,316,94,1657,270,425,37,6,0,0,0,0
143003,gm. Mirów,2906,1907,15,108,39,1162,153,389,35,6,0,0,0,0
143004,gm. Orońsko,4547,3230,77,329,119,1932,264,427,75,7,0,0,0,0
143005,gm. Szydłowiec,13803,9440,153,1086,422,4988,759,1863,145,24,0,0,0,0
143201,gm. Błonie,16733,13182,266,1669,928,4349,936,4811,223,0,0,0,0,0
143202,gm. Izabelin,8344,7051,140,1013,485,2220,463,2609,121,0,0,0,0,0
143203,gm. Kampinos,3575,2784,74,446,165,1179,187,701,32,0,0,0,0,0
143204,gm. Leszno,8187,6381,138,908,450,2028,436,2319,102,0,0,0,0,0
143205,gm. Łomianki,22126,19079,312,2644,1527,4845,1173,8299,279,0,0,0,0,0
143206,gm. Ożarów Mazowiecki,21004,17472,422,2674,1187,5051,1346,6517,275,0,0,0,0,0
143207,gm. Stare Babice,15793,13531,260,2028,906,3543,934,5630,230,0,0,0,0,0
143301,m. Węgrów,9615,7233,92,1072,421,2905,535,2057,133,0,8,0,10,0
143302,gm. Grębków,3426,2289,38,292,77,1406,144,270,50,0,7,0,5,0
143303,gm. Korytnica,4666,3195,51,383,85,2046,246,330,42,0,7,0,5,0
143304,gm. Liw,5629,4096,58,501,186,2239,345,680,71,0,11,0,5,0
143305,gm. Łochów,13885,10326,179,1701,450,5296,899,1619,154,0,11,0,17,0
143306,gm. Miedzna,2991,2197,46,273,71,1330,169,254,44,0,4,0,6,0
143307,gm. Sadowne,4585,3223,58,405,117,1951,216,429,38,0,2,0,7,0
143308,gm. Stoczek,3843,2689,49,368,104,1600,205,328,23,0,4,0,8,0
143309,gm. Wierzbno,2131,1460,23,149,52,918,110,177,25,0,2,0,4,0
143401,m. Kobyłka,19318,16149,582,2470,1168,5322,1231,5071,305,0,0,0,0,0
143402,m. Marki,28751,23668,822,3545,1764,6799,2001,8349,388,0,0,0,0,0
143403,m. Ząbki,28003,22686,517,3497,1746,6651,1828,8041,406,0,0,0,0,0
143404,m. Zielonka,13737,11464,302,1558,871,3712,932,3854,235,0,0,0,0,0
143405,gm. Dąbrówka,6450,5129,110,596,227,2853,395,835,113,0,0,0,0,0
143406,gm. Jadów,5955,4162,92,627,179,2133,306,767,58,0,0,0,0,0
143407,gm. Klembów,8383,6420,195,826,394,3129,540,1201,135,0,0,0,0,0
143408,gm. Poświętne,4980,3654,111,415,150,2159,316,446,57,0,0,0,0,0
143409,gm. Radzymin,21693,17300,419,2511,1133,6864,1458,4509,406,0,0,0,0,0
143410,gm. Strachówka,2171,1474,39,184,66,856,86,232,11,0,0,0,0,0
143411,gm. Tłuszcz,15421,11577,302,1728,586,5724,869,2203,165,0,0,0,0,0
143412,gm. Wołomin,38484,30838,810,3947,2142,12047,2385,8955,552,0,0,0,0,0
143501,gm. Brańszczyk,6330,4553,73,879,235,2401,396,474,76,0,10,0,9,0
143502,gm. Długosiodło,6044,4200,62,1067,135,2104,323,441,58,0,4,0,6,0
143503,gm. Rząśnik,5399,3847,139,567,122,2275,338,339,55,0,11,0,1,0
143504,gm. Somianka,4649,3328,51,680,138,1737,249,418,33,0,12,0,10,0
143505,gm. Wyszków,31036,23295,395,4790,1188,9260,1898,5340,352,0,43,0,29,0
143506,gm. Zabrodzie,4906,3624,64,563,159,1794,283,674,67,0,14,0,6,0
143601,gm. Kazanów,3480,2387,64,313,106,1448,164,236,50,6,0,0,0,0
143602,gm. Policzna,4400,2837,64,399,151,1576,200,347,90,10,0,0,0,0
143603,gm. Przyłęk,4612,3001,44,400,146,1824,208,260,93,26,0,0,0,0
143604,gm. Tczów,3732,2492,51,365,94,1528,227,174,44,9,0,0,0,0
143605,gm. Zwoleń,11344,7857,125,1264,482,3904,592,1256,190,44,0,0,0,0
143701,gm. Bieżuń,3680,2495,26,416,197,1432,135,239,50,0,0,0,0,0
143702,gm. Kuczbork-Osada,3533,2297,23,532,222,1050,137,299,34,0,0,0,0,0
143703,gm. Lubowidz,5097,3322,52,599,346,1688,182,418,37,0,0,0,0,0
143704,gm. Lutocin,3263,2021,23,337,175,1141,117,180,48,0,0,0,0,0
143705,gm. Siemiątkowo,2613,1638,16,244,67,1048,102,138,23,0,0,0,0,0
143706,gm. Żuromin,10603,7427,76,1494,1216,2946,363,1263,69,0,0,0,0,0
143801,m. Żyrardów,30740,24239,536,3346,2478,7614,1398,8509,358,0,0,0,0,0
143802,gm. Mszczonów,9144,6773,263,1007,556,2780,538,1516,113,0,0,0,0,0
143803,gm. Puszcza Mariańska,6908,4993,145,777,350,2194,388,1069,70,0,0,0,0,0
143804,gm. Radziejowice,5218,4233,99,753,372,1365,306,1261,77,0,0,0,0,0
143805,gm. Wiskitki,8036,5927,132,884,416,2559,493,1285,158,0,0,0,0,0
146101,Ostrołęka,37369,26823,424,4084,1862,10949,2043,6823,562,0,44,0,32,0
146201,Płock,86942,64895,1135,11332,4987,22451,3446,20934,610,0,0,0,0,0
146301,Radom,150435,114151,1825,14556,7122,45128,7752,35521,1645,602,0,0,0,0
146401,Siedlce,57206,44030,1003,6009,2483,17511,3747,12078,1076,0,77,0,46,0
146501,Bemowo,93786,81215,1191,11856,9464,16292,5439,36074,899,0,0,0,0,0
146501,Białołęka,101208,88958,1660,14145,9764,16854,6830,38608,1097,0,0,0,0,0
146501,Bielany,98322,82496,1214,10782,10227,20343,5152,33881,897,0,0,0,0,0
146501,Mokotów,166471,139435,1820,18360,20642,28195,7918,61200,1300,0,0,0,0,0
146501,Ochota,60659,50145,913,6453,7833,10678,3011,20817,440,0,0,0,0,0
146501,Praga-Południe,139757,116586,1717,15431,16021,26744,6964,48379,1330,0,0,0,0,0
146501,Praga-Północ,46224,36030,845,4087,5474,10092,2145,13038,349,0,0,0,0,0
146501,Rembertów,18320,15431,243,2048,1594,4014,1189,6124,219,0,0,0,0,0
146501,Śródmieście,82541,66681,843,7754,10710,15318,3587,27782,687,0,0,0,0,0
146501,Targówek,94655,76709,1322,10181,8248,21203,5055,29800,900,0,0,0,0,0
146501,Ursus,48063,40740,749,6210,4412,9639,3300,15902,528,0,0,0,0,0
146501,Ursynów,112190,99191,1167,14512,12284,18478,5847,45958,945,0,0,0,0,0
146501,Wawer,60377,51909,678,7750,4644,13519,3662,20937,719,0,0,0,0,0
146501,Wesoła,18911,16335,233,2311,1532,4027,1274,6676,282,0,0,0,0,0
146501,Wilanów,30015,27142,248,4185,2910,4026,1423,14116,234,0,0,0,0,0
146501,Włochy,34638,30021,506,4610,3711,6363,2369,12115,347,0,0,0,0,0
146501,Wola,110165,90661,1302,12344,12981,19988,5977,37210,859,0,0,0,0,0
146501,Żoliborz,40912,35259,442,4726,5665,6973,1941,15215,297,0,0,0,0,0
160101,m. Brzeg,25831,18341,268,1921,1468,6124,1248,7004,275,0,0,0,0,33
160102,gm. Skarbimierz,6371,4680,91,603,311,1762,427,1393,84,0,0,0,0,9
160103,gm. Grodków,14236,9136,141,990,699,3732,634,2825,93,0,0,0,0,22
160104,gm. Lewin Brzeski,9638,6396,112,866,496,2428,535,1814,117,0,0,0,0,28
160105,gm. Lubsza,6808,4613,87,547,269,1856,326,1403,111,0,0,0,0,14
160106,gm. Olszanka,3683,2640,38,303,154,1250,246,591,54,0,0,0,0,4
160201,gm. Baborów,4541,2712,43,247,142,1290,196,702,54,0,0,0,0,38
160202,gm. Branice,5155,3131,114,272,215,1479,161,820,58,0,0,0,0,12
160203,gm. Głubczyce,16237,10748,157,866,496,4760,594,3668,174,0,0,0,0,33
160204,gm. Kietrz,7861,5135,98,528,299,2299,388,1420,90,0,0,0,0,13
160301,m. Kędzierzyn-Koźle,42261,28807,458,3194,2381,7876,1556,12281,452,0,0,0,0,609
160302,gm. Bierawa,5938,3590,63,445,225,1039,234,1149,101,0,0,0,0,334
160303,gm. Cisek,4229,2346,38,207,105,580,151,674,54,0,0,0,0,537
160304,gm. Pawłowiczki,5719,3024,79,405,168,908,202,826,44,0,0,0,0,392
160305,gm. Polska Cerekiew,3077,1625,42,160,97,457,125,473,23,0,0,0,0,248
160306,gm. Reńska Wieś,6401,3690,63,384,147,814,253,1211,96,0,0,0,0,722
160401,gm. Byczyna,6813,4346,41,788,339,1780,283,1024,70,0,0,0,0,21
160402,gm. Kluczbork,26792,17456,162,3315,1042,5213,1042,5887,269,0,0,0,0,526
160403,gm. Lasowice Wielkie,5141,2554,41,362,126,737,202,609,40,0,0,0,0,437
160404,gm. Wołczyn,9628,6070,82,871,345,2612,466,1550,93,0,0,0,0,51
160501,gm. Gogolin,9519,5517,101,1015,321,1228,340,1715,106,0,0,0,0,691
160502,gm. Krapkowice,16871,10457,191,1524,716,2620,653,3439,179,0,0,0,0,1135
160503,gm. Strzeleczki,5772,3179,76,433,148,742,188,804,81,0,0,0,0,707
160504,gm. Walce,4195,2287,41,272,84,443,141,558,30,0,0,0,0,718
160505,gm. Zdzieszowice,10919,6558,180,864,530,1603,444,2269,122,0,0,0,0,546
160601,gm. Domaszowice,2760,1908,33,350,198,801,136,359,27,0,0,0,0,4
160602,gm. Namysłów,19819,14087,189,2497,1106,5085,1035,3963,189,0,0,0,0,23
160603,gm. Pokój,3993,2345,39,430,147,758,138,725,51,0,0,0,0,57
160604,gm. Świerczów,2563,1713,32,218,126,710,153,450,15,0,0,0,0,9
160605,gm. Wilków,3297,2123,49,443,147,826,157,461,38,0,0,0,0,2
160701,gm. Głuchołazy,17832,11481,173,1289,781,4634,687,3752,139,0,0,0,0,26
160702,gm. Kamiennik,2537,1530,20,163,93,837,123,278,13,0,0,0,0,3
160703,gm. Korfantów,6959,3917,58,385,180,1958,345,769,91,0,0,0,0,131
160704,gm. Łambinowice,5475,3397,56,390,235,1498,298,825,54,0,0,0,0,41
160705,gm. Nysa,42597,29394,341,3317,1992,10562,1919,10798,399,0,0,0,0,66
160706,gm. Otmuchów,9976,6509,105,778,370,3058,463,1637,88,0,0,0,0,10
160707,gm. Paczków,9220,5731,89,617,373,2590,419,1559,76,0,0,0,0,8
160708,gm. Pakosławice,2675,1778,17,221,97,903,137,376,25,0,0,0,0,2
160709,gm. Skoroszyce,4687,3064,54,398,174,1544,221,648,19,0,0,0,0,6
160801,gm. Dobrodzień,7483,3921,97,514,200,1139,307,1123,125,0,0,0,0,416
160802,gm. Gorzów Śląski,5569,3122,49,328,158,1151,182,867,54,0,0,0,0,333
160803,gm. Olesno,13681,8187,142,1152,560,2077,546,2564,200,0,0,0,0,946
160804,gm. Praszka,10111,7446,142,1310,615,2953,381,1925,99,0,0,0,0,21
160805,gm. Radłów,3257,1716,21,130,66,455,98,257,39,0,0,0,0,650
160806,gm. Rudniki,6195,4278,92,789,335,1916,213,858,65,0,0,0,0,10
160807,gm. Zębowice,2745,1326,22,127,62,296,98,336,76,0,0,0,0,309
160901,gm. Chrząstowice,5576,3551,38,422,230,689,216,1254,45,0,0,0,0,657
160902,gm. Dąbrowa,6417,4269,72,626,300,1165,240,1446,65,0,0,0,0,355
160903,gm. Dobrzeń Wielki,7365,4609,69,633,296,746,303,1820,114,0,0,0,0,628
160904,gm. Komprachcice,7131,4343,52,514,289,878,256,1557,75,0,0,0,0,722
160905,gm. Łubniany,7792,4814,62,670,329,896,272,1855,105,0,0,0,0,625
160906,gm. Murów,4121,2198,28,242,150,517,146,747,38,0,0,0,0,330
160907,gm. Niemodlin,9835,6399,105,788,554,2436,512,1800,153,0,0,0,0,51
160908,gm. Ozimek,14630,8568,146,1162,640,2302,499,2880,171,0,0,0,0,768
160909,gm. Popielów,6170,3516,50,540,194,951,210,1081,65,0,0,0,0,425
160910,gm. Prószków,7124,4340,54,513,262,952,271,1364,112,0,0,0,0,812
160911,gm. Tarnów Opolski,7334,4531,61,650,334,1020,338,1371,90,0,0,0,0,667
160912,gm. Tułowice,3877,2670,33,463,170,1017,217,700,32,0,0,0,0,38
160913,gm. Turawa,7968,4943,96,642,390,969,289,1745,94,0,0,0,0,718
161001,gm. Biała,8064,4308,69,452,182,1220,320,1024,93,0,0,0,0,948
161002,gm. Głogówek,9944,5735,91,446,265,1833,386,1712,85,0,0,0,0,917
161003,gm. Lubrza,3243,2177,58,325,124,876,164,504,51,0,0,0,0,75
161004,gm. Prudnik,19408,12904,208,1501,976,5434,945,3510,254,0,0,0,0,76
161101,gm. Izbicko,4155,2456,28,294,151,504,148,682,93,0,0,0,0,556
161102,gm. Jemielnica,5795,3122,38,493,137,805,217,641,101,0,0,0,0,690
161103,gm. Kolonowskie,4582,2449,31,282,113,609,140,864,56,0,0,0,0,354
161104,gm. Leśnica,5834,3458,52,382,153,838,204,928,90,0,0,0,0,811
161105,gm. Strzelce Opolskie,23657,14843,294,2052,1079,3660,847,5542,273,0,0,0,0,1096
161106,gm. Ujazd,4896,2887,63,373,124,811,208,809,86,0,0,0,0,413
161107,gm. Zawadzkie,8426,4716,80,496,236,1616,325,1347,191,0,0,0,0,425
166101,Opole,96778,74151,1016,8966,7747,15895,4386,33419,1054,0,0,0,0,1668
180103,gm. Czarna,1858,1114,22,260,38,555,84,149,0,6,0,0,0,0
180105,gm. Lutowiska,2274,1645,44,431,117,471,153,419,0,10,0,0,0,0
180108,gm. Ustrzyki Dolne,13239,8316,110,2606,307,3148,782,1331,0,32,0,0,0,0
180201,gm. Brzozów,20025,13169,186,1996,405,8280,1050,1203,0,49,0,0,0,0
180202,gm. Domaradz,4586,3068,31,295,88,2168,296,173,0,17,0,0,0,0
180203,gm. Dydnia,6127,3676,60,392,136,2484,333,265,0,6,0,0,0,0
180204,gm. Haczów,7014,4703,89,556,156,2958,401,520,0,23,0,0,0,0
180205,gm. Jasienica Rosielna,5857,4390,60,389,89,3163,415,265,0,9,0,0,0,0
180206,gm. Nozdrzec,6154,3807,90,445,138,2500,292,328,0,14,0,0,0,0
180301,m. Dębica,33685,24470,310,2817,1269,11113,2001,6350,610,0,0,0,0,0
180302,gm. Brzostek,9943,6450,35,953,121,4304,451,357,229,0,0,0,0,0
180303,gm. Czarna,9947,7033,91,770,236,4284,612,849,191,0,0,0,0,0
180304,gm. Dębica,19396,13394,199,1336,495,7483,1323,2161,397,0,0,0,0,0
180305,gm. Jodłowa,4126,2537,31,248,76,1748,233,154,47,0,0,0,0,0
180306,gm. Pilzno,14038,9740,97,1289,255,6163,830,833,273,0,0,0,0,0
180307,gm. Żyraków,11070,7921,104,796,287,4711,934,893,196,0,0,0,0,0
180401,m. Jarosław,27831,19095,501,2662,994,8806,1457,4573,0,102,0,0,0,0
180402,m. Radymno,3979,2667,53,365,104,1479,241,418,0,7,0,0,0,0
180403,gm. Chłopice,4262,2688,62,254,83,1850,211,219,0,9,0,0,0,0
180404,gm. Jarosław,9999,6696,260,756,224,3998,616,821,0,21,0,0,0,0
180405,gm. Laszki,5177,3239,100,327,118,2190,273,208,0,23,0,0,0,0
180406,gm. Pawłosiów,6486,4508,123,561,174,2552,402,676,0,20,0,0,0,0
180407,gm. Pruchnik,7357,4998,118,422,146,3503,476,311,0,22,0,0,0,0
180408,gm. Radymno,8485,5479,124,606,147,3625,522,434,0,21,0,0,0,0
180409,gm. Rokietnica,3292,2076,53,196,63,1425,171,150,0,18,0,0,0,0
180410,gm. Roźwienica,4774,3160,54,384,98,2087,292,240,0,5,0,0,0,0
180411,gm. Wiązownica,9036,6160,143,539,216,4052,601,574,0,35,0,0,0,0
180501,m. Jasło,25910,17817,328,2601,990,8143,1466,4211,0,78,0,0,0,0
180502,gm. Brzyska,5041,3366,55,239,80,2556,210,218,0,8,0,0,0,0
180503,gm. Dębowiec,6761,4442,92,451,127,2975,399,379,0,19,0,0,0,0
180504,gm. Jasło,12703,8745,186,1005,314,5269,862,1063,0,46,0,0,0,0
180505,gm. Kołaczyce,6919,4638,101,421,136,3220,378,356,0,26,0,0,0,0
180506,gm. Krempna,1454,838,20,120,52,496,69,80,0,1,0,0,0,0
180507,gm. Nowy Żmigród,6958,4606,87,508,138,3037,418,402,0,16,0,0,0,0
180508,gm. Osiek Jasielski,4074,2542,56,243,66,1757,267,143,0,10,0,0,0,0
180509,gm. Skołyszyn,9625,6467,150,762,222,3905,646,718,0,64,0,0,0,0
180511,gm. Tarnowiec,7107,4602,102,528,167,2878,416,494,0,17,0,0,0,0
180601,gm. Cmolas,6249,4128,45,271,120,2733,524,323,112,0,0,0,0,0
180602,gm. Kolbuszowa,18888,12466,140,1159,710,6598,1766,1807,286,0,0,0,0,0
180603,gm. Majdan Królewski,7487,4632,58,361,169,3134,442,366,102,0,0,0,0,0
180604,gm. Niwiska,4629,3073,30,243,115,1966,405,249,65,0,0,0,0,0
180605,gm. Raniżów,5358,3565,56,254,129,2370,372,294,90,0,0,0,0,0
180606,gm. Dzikowiec,4909,2847,36,242,103,1971,272,168,55,0,0,0,0,0
180701,gm. Chorkówka,10405,6903,142,869,272,4199,515,891,0,15,0,0,0,0
180702,gm. Dukla,11040,7041,227,932,295,4066,613,885,0,23,0,0,0,0
180703,gm. Iwonicz-Zdrój,9249,6544,135,828,248,3828,528,959,0,18,0,0,0,0
180704,gm. Jedlicze,11560,7712,174,1027,370,4252,713,1149,0,27,0,0,0,0
180705,gm. Korczyna,8739,6080,138,825,217,3288,614,973,0,25,0,0,0,0
180706,gm. Krościenko Wyżne,4210,2988,58,537,98,1622,259,402,0,12,0,0,0,0
180707,gm. Miejsce Piastowe,10445,7319,162,936,290,3931,613,1358,0,29,0,0,0,0
180708,gm. Rymanów,12721,9009,243,1151,363,5342,708,1176,0,26,0,0,0,0
180709,gm. Wojaszówka,7201,4605,116,654,210,2409,486,708,0,22,0,0,0,0
180710,gm. Jaśliska,1893,1210,29,158,50,733,91,146,0,3,0,0,0,0
180801,m. Leżajsk,10201,6989,59,1986,216,3166,499,902,161,0,0,0,0,0
180802,gm. Grodzisko Dolne,6107,4180,49,584,82,2653,386,346,80,0,0,0,0,0
180803,gm. Kuryłówka,4262,2796,15,479,61,1812,244,135,50,0,0,0,0,0
180804,gm. Leżajsk,15257,10111,102,1743,190,6380,950,506,240,0,0,0,0,0
180805,gm. Nowa Sarzyna,16016,10788,55,1191,243,7503,839,787,170,0,0,0,0,0
180901,m. Lubaczów,9050,5949,80,937,571,2702,422,1203,0,34,0,0,0,0
180902,gm. Cieszanów,5432,3315,33,944,151,1635,225,296,0,31,0,0,0,0
180903,gm. Horyniec-Zdrój,3941,2480,42,389,142,1403,161,325,0,18,0,0,0,0
180904,gm. Lubaczów,7034,4539,50,514,257,2917,398,374,0,29,0,0,0,0
180905,gm. Narol,6058,3670,83,530,168,2148,321,394,0,26,0,0,0,0
180906,gm. Oleszyce,4743,3077,35,378,430,1686,295,240,0,13,0,0,0,0
180907,gm. Stary Dzików,3241,1968,40,306,87,1211,210,106,0,8,0,0,0,0
180908,gm. Wielkie Oczy,2793,1879,22,250,65,1224,172,137,0,9,0,0,0,0
181001,m. Łańcut,13864,10280,175,1606,594,4502,934,2147,322,0,0,0,0,0
181002,gm. Białobrzegi,6606,4606,85,518,155,2619,523,599,107,0,0,0,0,0
181003,gm. Czarna,9047,6712,123,629,195,4022,754,781,208,0,0,0,0,0
181004,gm. Łańcut,16573,12100,219,1403,405,6990,1231,1470,382,0,0,0,0,0
181005,gm. Markowa,5059,3645,65,362,134,2273,352,306,153,0,0,0,0,0
181006,gm. Rakszawa,5678,4076,65,431,118,2642,358,361,101,0,0,0,0,0
181007,gm. Żołynia,5351,3756,60,482,139,2233,342,428,72,0,0,0,0,0
181101,m. Mielec,43943,31511,537,4240,1873,13756,2656,7783,666,0,0,0,0,0
181102,gm. Borowa,4250,2890,53,400,120,1672,249,354,42,0,0,0,0,0
181103,gm. Czermin,5389,3635,48,379,120,2335,344,345,64,0,0,0,0,0
181104,gm. Gawłuszowice,2119,1420,18,143,40,987,112,100,20,0,0,0,0,0
181105,gm. Mielec,10347,7319,92,1000,330,3863,682,1201,151,0,0,0,0,0
181106,gm. Padew Narodowa,4055,2751,20,461,53,1764,193,216,44,0,0,0,0,0
181107,gm. Przecław,8996,6080,100,494,211,3896,516,757,106,0,0,0,0,0
181108,gm. Radomyśl Wielki,10854,7173,95,1267,202,4178,587,625,219,0,0,0,0,0
181109,gm. Tuszów Narodowy,6316,4547,52,409,146,3030,338,493,79,0,0,0,0,0
181110,gm. Wadowice Górne,5858,3885,47,462,122,2529,384,267,74,0,0,0,0,0
181201,gm. Harasiuki,4658,2863,31,229,89,2006,226,241,41,0,0,0,0,0
181202,gm. Jarocin,4154,2420,32,285,118,1480,199,247,59,0,0,0,0,0
181203,gm. Jeżowe,7598,5164,54,289,87,3956,489,211,78,0,0,0,0,0
181204,gm. Krzeszów,3292,2024,12,201,52,1360,175,189,35,0,0,0,0,0
181205,gm. Nisko,16605,10813,102,1215,534,5715,1101,1945,201,0,0,0,0,0
181206,gm. Rudnik nad Sanem,7642,4699,53,450,246,2528,533,816,73,0,0,0,0,0
181207,gm. Ulanów,6412,3925,46,337,157,2472,416,442,55,0,0,0,0,0
181301,gm. Bircza,4955,2985,160,254,57,1982,271,256,0,5,0,0,0,0
181302,gm. Dubiecko,7047,4226,117,515,171,2566,385,428,0,44,0,0,0,0
181303,gm. Fredropol,4249,2570,50,307,93,1507,203,384,0,26,0,0,0,0
181304,gm. Krasiczyn,3954,2620,69,379,96,1299,230,530,0,17,0,0,0,0
181305,gm. Krzywcza,3623,2220,49,205,55,1566,185,150,0,10,0,0,0,0
181306,gm. Medyka,5025,3241,78,338,82,1842,327,556,0,18,0,0,0,0
181307,gm. Orły,6644,4486,63,831,136,2501,475,447,0,33,0,0,0,0
181308,gm. Przemyśl,7857,5416,126,671,223,2757,534,1041,0,64,0,0,0,0
181309,gm. Stubno,2949,1720,51,264,71,940,135,239,0,20,0,0,0,0
181310,gm. Żurawica,9843,6654,126,874,240,3738,647,991,0,38,0,0,0,0
181401,m. Przeworsk,11713,8248,165,1112,446,4098,732,1619,0,76,0,0,0,0
181402,gm. Adamówka,3143,1998,48,251,60,1231,190,212,0,6,0,0,0,0
181403,gm. Gać,3531,2394,45,292,78,1524,209,232,0,14,0,0,0,0
181404,gm. Jawornik Polski,3487,2278,49,272,94,1373,159,247,0,84,0,0,0,0
181405,gm. Kańczuga,9509,6005,96,1245,244,3233,494,667,0,26,0,0,0,0
181406,gm. Przeworsk,11410,7965,155,755,295,5378,711,633,0,38,0,0,0,0
181407,gm. Sieniawa,5422,3554,83,385,125,2056,323,563,0,19,0,0,0,0
181408,gm. Tryńcza,6461,4367,81,376,129,3038,434,286,0,23,0,0,0,0
181409,gm. Zarzecze,5526,3783,61,529,132,2415,363,274,0,9,0,0,0,0
181501,gm. Iwierzyce,5922,4222,57,462,135,2649,484,355,80,0,0,0,0,0
181502,gm. Ostrów,5644,3772,46,361,184,2444,367,324,46,0,0,0,0,0
181503,gm. Ropczyce,20747,14631,166,2099,466,8313,1555,1641,391,0,0,0,0,0
181504,gm. Sędziszów Małopolski,18295,13161,188,1241,457,8225,1359,1426,265,0,0,0,0,0
181505,gm. Wielopole Skrzyńskie,6131,4151,43,395,153,2861,365,213,121,0,0,0,0,0
181601,m. Dynów,4695,3254,65,333,191,1800,278,492,95,0,0,0,0,0
181602,gm. Błażowa,8402,5884,120,700,210,3540,565,571,178,0,0,0,0,0
181603,gm. Boguchwała,16047,12166,333,1551,597,5939,1223,2236,287,0,0,0,0,0
181604,gm. Chmielnik,5417,3932,101,408,192,2169,449,510,103,0,0,0,0,0
181605,gm. Dynów,5285,3241,56,266,123,2116,305,319,56,0,0,0,0,0
181606,gm. Głogów Małopolski,14533,11051,186,1320,466,5621,1216,1787,455,0,0,0,0,0
181607,gm. Hyżne,5377,4020,65,303,124,2743,375,297,113,0,0,0,0,0
181608,gm. Kamień,5334,3598,44,178,84,2745,316,174,57,0,0,0,0,0
181609,gm. Krasne,9332,7164,158,990,375,3243,755,1458,185,0,0,0,0,0
181610,gm. Lubenia,5047,3650,66,328,176,2156,370,434,120,0,0,0,0,0
181611,gm. Sokołów Małopolski,12992,9129,155,664,211,6089,988,731,291,0,0,0,0,0
181612,gm. Świlcza,12481,9212,125,2238,321,4327,735,1192,274,0,0,0,0,0
181613,gm. Trzebownisko,17594,13361,267,1662,618,6519,1421,2462,412,0,0,0,0,0
181614,gm. Tyczyn,8403,6225,128,699,295,3166,659,1069,209,0,0,0,0,0
181701,m. Sanok,26887,18233,333,3088,1137,7725,1325,4566,0,59,0,0,0,0
181702,gm. Besko,3282,2047,47,275,82,1250,178,202,0,13,0,0,0,0
181703,gm. Bukowsko,4048,2655,65,398,128,1494,317,247,0,6,0,0,0,0
181704,gm. Komańcza,3817,2154,52,376,177,864,166,499,0,20,0,0,0,0
181705,gm. Sanok,13704,8927,144,1225,423,5298,830,966,0,41,0,0,0,0
181706,gm. Tyrawa Wołoska,1542,899,26,167,29,535,68,74,0,0,0,0,0,0
181707,gm. Zagórz,9885,6277,138,974,211,3550,476,907,0,21,0,0,0,0
181708,gm. Zarszyn,6950,4390,94,844,178,2384,348,514,0,28,0,0,0,0
181801,m. Stalowa Wola,42906,29076,381,2959,1615,13899,2452,7291,479,0,0,0,0,0
181802,gm. Bojanów,5876,3624,46,273,132,2510,307,299,57,0,0,0,0,0
181803,gm. Pysznica,8834,5716,66,581,242,3205,571,951,100,0,0,0,0,0
181804,gm. Radomyśl nad Sanem,5556,3638,55,344,159,2287,326,422,45,0,0,0,0,0
181805,gm. Zaklików,6477,4159,80,388,194,2458,385,615,39,0,0,0,0,0
181806,gm. Zaleszany,8478,5732,88,631,231,3253,563,874,92,0,0,0,0,0
