TERYT Gminy,Gmina,Liczba wyborców uprawnionych do głosowania,Liczba głosów ważnych,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
040709,gm. Złotniki Kujawskie,6789,4580,115,667,345,1679,373,1321,80,0,0,0,0,0
040801,m. Lipno,10193,6524,87,1303,719,2170,390,1783,55,17,0,0,0,0
040802,gm. Bobrowniki,2325,1437,29,352,145,569,70,252,14,6,0,0,0,0
040803,gm. Chrostkowo,2196,1301,15,312,61,662,92,147,11,1,0,0,0,0
040804,gm. Dobrzyń nad Wisłą,5695,3508,42,608,290,1786,243,488,28,23,0,0,0,0
040805,gm. Kikół,5275,3241,28,1087,203,1303,208,376,25,11,0,0,0,0
040806,gm. Lipno,8780,5343,88,1287,457,2274,368,812,42,15,0,0,0,0
040807,gm. Skępe,5671,3575,54,662,276,1469,203,845,32,34,0,0,0,0
040808,gm. Tłuchowo,3549,2261,45,410,153,1141,201,264,22,25,0,0,0,0
040809,gm. Wielgie,4939,2913,40,702,280,1163,203,463,30,32,0,0,0,0
040901,gm. Dąbrowa,3441,2245,54,391,204,944,147,484,21,0,0,0,0,0
040902,gm. Jeziora Wielkie,3566,2272,35,624,164,957,145,318,29,0,0,0,0,0
040903,gm. Mogilno,18607,12810,266,2084,1507,4352,873,3532,196,0,0,0,0,0
040904,gm. Strzelno,8622,5691,178,885,580,2195,323,1452,78,0,0,0,0,0
041001,gm. Kcynia,9578,6025,117,1095,677,2314,429,1299,94,0,0,0,0,0
041002,gm. Mrocza,6686,4114,101,617,353,1552,369,1060,62,0,0,0,0,0
041003,gm. Nakło nad Notecią,23885,16674,360,2564,1739,5134,1051,5608,218,0,0,0,0,0
041004,gm. Sadki,5342,3487,85,528,343,1395,245,850,41,0,0,0,0,0
041005,gm. Szubin,18441,12865,238,2105,1280,3862,943,4215,222,0,0,0,0,0
041101,m. Radziejów,4253,2905,61,379,371,1145,203,703,25,18,0,0,0,0
041102,gm. Bytoń,2651,1741,26,246,115,1027,126,185,11,5,0,0,0,0
041103,gm. Dobre,3978,2449,52,369,183,1260,174,386,12,13,0,0,0,0
041104,gm. Osięciny,5865,3840,74,535,472,1869,271,578,26,15,0,0,0,0
041105,gm. Piotrków Kujawski,7014,4431,97,559,445,2301,274,683,63,9,0,0,0,0
041106,gm. Radziejów,3315,2186,39,374,179,1071,150,347,16,10,0,0,0,0
041107,gm. Topólka,3764,2461,23,650,147,1197,117,304,20,3,0,0,0,0
041201,m. Rypin,11839,8054,85,1268,829,2834,382,2549,86,21,0,0,0,0
041202,gm. Brzuze,4055,2512,37,451,234,1122,175,445,45,3,0,0,0,0
041203,gm. Rogowo,3646,2273,37,400,156,1153,170,313,40,4,0,0,0,0
041204,gm. Rypin,5676,3470,51,782,225,1423,287,627,60,15,0,0,0,0
041205,gm. Skrwilno,4435,2786,27,552,148,1436,183,378,52,10,0,0,0,0
041206,gm. Wąpielsk,3090,1832,36,309,147,898,119,285,38,0,0,0,0,0
041301,gm. Kamień Krajeński,5026,3167,75,401,407,1148,216,852,68,0,0,0,0,0
041302,gm. Sępólno Krajeńskie,11529,7670,164,991,716,2475,487,2735,102,0,0,0,0,0
041303,gm. Sośno,3532,2156,54,298,160,971,151,480,42,0,0,0,0,0
041304,gm. Więcbork,9542,6068,119,822,391,2253,372,1988,123,0,0,0,0,0
041401,gm. Bukowiec,3717,2358,48,341,134,1024,215,538,58,0,0,0,0,0
041402,gm. Dragacz,5170,3318,57,471,329,1144,242,1019,56,0,0,0,0,0
041403,gm. Drzycim,3697,2394,47,320,136,1074,188,586,43,0,0,0,0,0
041404,gm. Jeżewo,5866,3741,88,600,251,1534,278,935,55,0,0,0,0,0
041405,gm. Lniano,3133,2137,31,336,104,898,258,469,41,0,0,0,0,0
041406,gm. Nowe,7319,4457,75,596,616,1610,291,1211,58,0,0,0,0,0
041407,gm. Osie,4256,2686,45,393,186,929,188,903,42,0,0,0,0,0
041408,gm. Pruszcz,7006,4945,70,1280,281,1691,378,1170,75,0,0,0,0,0
041409,gm. Świecie,24311,16733,243,1993,1207,4874,1060,7164,192,0,0,0,0,0
041410,gm. Świekatowo,2819,1896,38,362,110,715,148,495,28,0,0,0,0,0
041411,gm. Warlubie,4756,2860,54,492,237,1148,221,672,36,0,0,0,0,0
041501,m. Chełmża,10130,6550,97,828,690,2260,365,2234,59,17,0,0,0,0
041502,gm. Chełmża,7330,4611,67,769,396,1935,334,1052,36,22,0,0,0,0
041503,gm. Czernikowo,6760,4241,52,686,329,1672,293,1143,52,14,0,0,0,0
041504,gm. Lubicz,15342,11555,155,1886,1235,3535,861,3723,138,22,0,0,0,0
041505,gm. Łubianka,5827,4333,49,771,345,1343,356,1390,65,14,0,0,0,0
041506,gm. Łysomice,7896,5831,71,1096,612,1597,401,1962,80,12,0,0,0,0
041507,gm. Obrowo,14174,10880,141,1947,1235,3241,842,3327,111,36,0,0,0,0
041508,gm. Wielka Nieszawka,3891,2977,36,429,332,721,218,1166,47,28,0,0,0,0
041509,gm. Zławieś Wielka,11466,8360,114,1608,866,2234,673,2691,95,79,0,0,0,0
041601,gm. Cekcyn,5285,3662,92,650,247,1519,293,797,64,0,0,0,0,0
041602,gm. Gostycyn,3879,2415,52,358,168,992,208,562,75,0,0,0,0,0
041603,gm. Kęsowo,3324,2103,43,285,155,964,190,419,47,0,0,0,0,0
041604,gm. Lubiewo,4521,3111,63,492,211,1389,261,619,76,0,0,0,0,0
041605,gm. Śliwice,4420,3052,57,573,201,1410,239,533,39,0,0,0,0,0
041606,gm. Tuchola,14717,10095,186,1372,840,3730,751,3017,199,0,0,0,0,0
041701,m. Wąbrzeźno,9433,6201,68,1350,585,1745,381,1986,75,11,0,0,0,0
041702,gm. Dębowa Łąka,2367,1359,22,296,98,590,145,183,23,2,0,0,0,0
041703,gm. Książki,3053,1846,50,400,115,780,164,299,28,10,0,0,0,0
041704,gm. Płużnica,3528,2197,21,829,112,847,130,239,14,5,0,0,0,0
041705,gm. Ryńsk,6464,3967,60,948,324,1524,326,724,49,12,0,0,0,0
041801,m. Kowal,2661,1833,33,330,226,632,112,465,17,18,0,0,0,0
041802,gm. Baruchowo,2695,1744,31,273,182,841,124,274,10,9,0,0,0,0
041803,gm. Boniewo,2598,1762,54,266,155,903,105,247,26,6,0,0,0,0
041804,gm. Brześć Kujawski,9232,6197,119,852,972,2234,428,1502,71,19,0,0,0,0
041805,gm. Choceń,6050,3605,64,504,371,1633,223,771,26,13,0,0,0,0
041806,gm. Chodecz,4576,2747,56,378,286,1266,224,506,21,10,0,0,0,0
041807,gm. Fabianki,7602,5168,110,844,719,1555,310,1555,52,23,0,0,0,0
041808,gm. Izbica Kujawska,5723,3518,51,569,259,1970,217,415,30,7,0,0,0,0
041809,gm. Kowal,3106,2006,40,316,211,965,138,311,11,14,0,0,0,0
041810,gm. Lubanie,3499,2420,38,250,229,1168,249,449,21,16,0,0,0,0
041811,gm. Lubień Kujawski,5466,3241,65,407,261,1725,197,525,38,23,0,0,0,0
041812,gm. Lubraniec,7213,4621,90,723,485,2134,283,858,38,10,0,0,0,0
041813,gm. Włocławek,5772,4007,93,582,516,1472,236,1053,36,19,0,0,0,0
041901,gm. Barcin,10685,7331,156,1203,669,2139,512,2561,91,0,0,0,0,0
041902,gm. Gąsawa,3996,2818,60,442,161,1166,172,757,60,0,0,0,0,0
041903,gm. Janowiec Wielkopolski,6647,4391,85,569,324,1761,256,1328,68,0,0,0,0,0
041904,gm. Łabiszyn,7941,5326,135,837,434,1823,403,1605,89,0,0,0,0,0
041905,gm. Rogowo,5095,3555,33,318,170,1322,202,1464,46,0,0,0,0,0
041906,gm. Żnin,18013,12459,202,1824,1069,4632,856,3679,197,0,0,0,0,0
046101,Bydgoszcz,246837,189426,2429,26886,23045,48692,11011,74626,2737,0,0,0,0,0
046201,Grudziądz,64271,45155,482,6333,5502,12925,2614,16471,554,274,0,0,0,0
046301,Toruń,146081,112652,1234,15038,15723,28363,6642,44041,1252,359,0,0,0,0
046401,Włocławek,78610,55261,988,5627,9750,15629,2762,19720,432,353,0,0,0,0
060101,m. Międzyrzec Podlaski,12329,8719,231,972,473,4253,671,1718,371,30,0,0,0,0
060102,m. Terespol,4115,2886,79,357,195,1228,206,707,90,24,0,0,0,0
060103,gm. Biała Podlaska,11078,7870,156,1331,415,3381,650,1600,297,40,0,0,0,0
060104,gm. Drelów,4141,2536,61,318,111,1353,263,304,117,9,0,0,0,0
060105,gm. Janów Podlaski,4154,2764,57,403,148,1290,216,470,174,6,0,0,0,0
060106,gm. Kodeń,2991,2042,60,276,218,979,143,289,55,22,0,0,0,0
060107,gm. Konstantynów,3030,1984,49,328,87,1068,163,219,64,6,0,0,0,0
060108,gm. Leśna Podlaska,3260,2157,48,276,118,1255,147,260,47,6,0,0,0,0
060109,gm. Łomazy,3737,2502,53,376,106,1361,244,259,90,13,0,0,0,0
060110,gm. Międzyrzec Podlaski,7808,5407,128,590,182,3122,588,527,243,27,0,0,0,0
060111,gm. Piszczac,5366,3417,55,364,157,1937,225,498,127,54,0,0,0,0
060112,gm. Rokitno,2227,1437,29,188,128,777,122,162,20,11,0,0,0,0
060113,gm. Rossosz,1685,1266,27,228,73,680,96,107,50,5,0,0,0,0
060114,gm. Sławatycze,1840,1222,24,188,75,617,115,179,21,3,0,0,0,0
060115,gm. Sosnówka,1805,1143,17,149,129,604,82,111,42,9,0,0,0,0
060116,gm. Terespol,4918,3252,69,381,167,1744,259,520,98,14,0,0,0,0
060117,gm. Tuczna,2319,1382,23,180,58,818,94,146,53,10,0,0,0,0
060118,gm. Wisznice,3725,2450,35,292,480,1141,163,257,70,12,0,0,0,0
060119,gm. Zalesie,3292,2043,36,288,108,1083,154,340,25,9,0,0,0,0
060201,m. Biłgoraj,19747,13679,141,3194,547,5662,1039,2667,383,46,0,0,0,0
060202,gm. Aleksandrów,2494,1620,19,186,34,1030,143,130,73,5,0,0,0,0
060203,gm. Biłgoraj,10188,6817,88,1732,141,3651,540,419,201,45,0,0,0,0
060204,gm. Biszcza,2911,1821,25,235,43,1177,149,123,63,6,0,0,0,0
060205,gm. Frampol,4637,2959,49,426,62,1794,276,257,85,10,0,0,0,0
060206,gm. Goraj,3139,2076,34,238,41,1402,175,110,68,8,0,0,0,0
060207,gm. Józefów,5217,3146,69,345,186,1587,265,544,101,49,0,0,0,0
060208,gm. Księżpol,5199,3516,40,447,78,2077,305,450,104,15,0,0,0,0
060209,gm. Łukowa,3178,2101,31,212,52,1337,154,172,133,10,0,0,0,0
060210,gm. Obsza,3239,2109,24,159,57,1472,154,152,86,5,0,0,0,0
060211,gm. Potok Górny,4060,2681,31,256,60,1921,204,124,78,7,0,0,0,0
060212,gm. Tarnogród,5078,3360,59,371,108,2050,276,404,78,14,0,0,0,0
060213,gm. Tereszpol,3016,1942,41,295,72,1093,178,195,64,4,0,0,0,0
060214,gm. Turobin,4698,3294,46,260,120,2332,221,245,51,19,0,0,0,0
060301,m. Rejowiec Fabryczny,3234,2035,38,208,116,983,132,521,22,15,0,0,0,0
060302,gm. Białopole,2230,1218,19,106,59,720,93,189,30,2,0,0,0,0
060303,gm. Chełm,11377,7470,145,984,381,3306,670,1633,313,38,0,0,0,0
060304,gm. Dorohusk,4762,2922,48,236,113,1731,249,450,76,19,0,0,0,0
060305,gm. Dubienka,1809,1074,15,161,54,494,92,230,24,4,0,0,0,0
060306,gm. Kamień,3133,1915,41,206,77,996,201,310,69,15,0,0,0,0
060307,gm. Leśniowice,2781,1500,35,194,69,754,172,256,17,3,0,0,0,0
060308,gm. Rejowiec Fabryczny,3139,1875,46,164,92,1161,144,217,40,11,0,0,0,0
060309,gm. Ruda-Huta,3380,1959,39,282,96,990,188,304,51,9,0,0,0,0
060310,gm. Sawin,4092,2547,62,294,137,1315,230,416,84,9,0,0,0,0
060311,gm. Siedliszcze,5123,2985,66,282,126,1715,256,444,80,16,0,0,0,0
060312,gm. Wierzbica,3809,2327,37,130,68,1406,166,404,98,18,0,0,0,0
060313,gm. Wojsławice,2862,1714,35,104,49,1070,174,237,35,10,0,0,0,0
060314,gm. Żmudź,2302,1432,20,138,60,786,149,234,42,3,0,0,0,0
060315,gm. Rejowiec,4746,2670,48,233,157,1418,231,526,50,7,0,0,0,0
060401,m. Hrubieszów,13113,8790,179,1230,670,3679,595,2173,233,31,0,0,0,0
060402,gm. Dołhobyczów,3917,2160,33,352,102,1269,158,196,46,4,0,0,0,0
060403,gm. Horodło,3880,2150,40,192,90,1174,173,408,63,10,0,0,0,0
060404,gm. Hrubieszów,7526,4547,103,549,193,2560,362,639,134,7,0,0,0,0
060405,gm. Mircze,5460,3133,66,465,161,1774,233,365,56,13,0,0,0,0
060406,gm. Trzeszczany,3080,1815,37,189,91,1163,102,187,45,1,0,0,0,0
060407,gm. Uchanie,3442,2097,34,157,70,1348,240,179,60,9,0,0,0,0
060408,gm. Werbkowice,6975,4212,81,467,177,2521,342,480,130,14,0,0,0,0
060501,gm. Batorz,2518,1816,26,149,71,1264,154,101,48,3,0,0,0,0
060502,gm. Chrzanów,2164,1791,11,101,32,1415,124,33,66,9,0,0,0,0
060503,gm. Dzwola,4768,3296,23,230,65,2499,298,93,78,10,0,0,0,0
060504,gm. Godziszów,4439,3444,10,162,60,2717,319,82,78,16,0,0,0,0
060505,gm. Janów Lubelski,11871,8506,80,890,345,5053,616,1276,230,16,0,0,0,0
060506,gm. Modliborzyce,5368,3594,38,429,141,2277,330,301,65,13,0,0,0,0
060507,gm. Potok Wielki,3549,2302,24,207,121,1527,197,186,31,9,0,0,0,0
060601,m. Krasnystaw,14268,9508,184,853,1548,3674,655,2339,215,40,0,0,0,0
060602,gm. Fajsławice,3614,2559,58,288,140,1496,265,256,49,7,0,0,0,0
060603,gm. Gorzków,2663,1655,27,178,125,921,111,242,45,6,0,0,0,0
060604,gm. Izbica,6278,3836,67,369,305,2133,302,485,152,23,0,0,0,0
060605,gm. Krasnystaw,6463,4050,94,334,497,2009,335,694,72,15,0,0,0,0
060606,gm. Kraśniczyn,2837,1685,89,176,150,882,125,219,38,6,0,0,0,0
060607,gm. Łopiennik Górny,3022,1889,41,176,102,1136,171,221,38,4,0,0,0,0
060609,gm. Rudnik,2388,1355,32,201,63,838,71,122,22,6,0,0,0,0
060610,gm. Siennica Różana,3206,2038,55,327,212,852,179,368,37,8,0,0,0,0
060611,gm. Żółkiewka,4087,2436,35,203,84,1502,198,347,56,11,0,0,0,0
060701,m. Kraśnik,24797,16770,184,2442,1396,7817,1025,3461,410,35,0,0,0,0
060702,gm. Annopol,6490,4202,47,641,219,2529,278,411,67,10,0,0,0,0
060703,gm. Dzierzkowice,4080,2695,30,480,115,1528,241,237,55,9,0,0,0,0
060704,gm. Gościeradów,5446,3346,34,510,185,2071,206,284,47,9,0,0,0,0
060705,gm. Kraśnik,5482,3610,30,665,209,1946,302,349,97,12,0,0,0,0
060706,gm. Szastarka,4389,2917,30,278,96,2055,209,185,61,3,0,0,0,0
060707,gm. Trzydnik Duży,4831,2995,43,455,178,1762,255,238,55,9,0,0,0,0
060708,gm. Urzędów,6587,4264,55,691,153,2519,347,375,116,8,0,0,0,0
060709,gm. Wilkołaz,4125,3031,53,400,106,1899,265,203,95,10,0,0,0,0
060710,gm. Zakrzówek,4932,3315,48,385,114,1991,298,346,126,7,0,0,0,0
060801,m. Lubartów,15957,11891,202,2085,777,4713,959,2761,338,56,0,0,0,0
060802,gm. Abramów,3132,2129,24,270,85,1374,245,100,26,5,0,0,0,0
060803,gm. Firlej,4522,2934,54,409,129,1586,324,346,76,10,0,0,0,0
060804,gm. Jeziorzany,2069,1335,20,160,36,841,120,128,23,7,0,0,0,0
060805,gm. Kamionka,4998,3413,64,579,152,1592,399,494,109,24,0,0,0,0
060806,gm. Kock,4796,3101,69,363,102,1929,253,316,59,10,0,0,0,0
060807,gm. Lubartów,8989,6481,142,1116,336,3021,676,922,212,56,0,0,0,0
060808,gm. Michów,4555,2954,47,452,125,1723,296,251,51,9,0,0,0,0
060809,gm. Niedźwiada,4900,3266,71,413,129,1938,342,252,99,22,0,0,0,0
060810,gm. Ostrów Lubelski,3960,2706,49,384,126,1516,259,260,104,8,0,0,0,0
060811,gm. Ostrówek,2934,1872,32,267,65,1138,207,119,38,6,0,0,0,0
060812,gm. Serniki,3798,2702,43,288,98,1588,249,215,193,28,0,0,0,0
060813,gm. Uścimów,2456,1629,27,238,71,931,145,168,47,2,0,0,0,0
060901,gm. Bełżyce,9939,6933,190,1082,333,3653,670,832,145,28,0,0,0,0
060902,gm. Borzechów,2937,2018,23,353,68,1233,195,102,35,9,0,0,0,0
060903,gm. Bychawa,8843,6028,99,939,280,3277,545,663,205,20,0,0,0,0
060904,gm. Garbów,7014,4922,98,721,247,2572,561,600,106,17,0,0,0,0
060905,gm. Głusk,9784,7830,124,1464,443,2997,742,1793,246,21,0,0,0,0
060906,gm. Jabłonna,6314,4325,94,648,234,2124,425,657,123,20,0,0,0,0
060907,gm. Jastków,11184,8610,109,1449,422,3772,807,1813,213,25,0,0,0,0
060908,gm. Konopnica,11192,8795,145,1951,494,3015,847,2131,193,19,0,0,0,0
060909,gm. Krzczonów,3469,2288,33,304,91,1298,214,287,52,9,0,0,0,0
060910,gm. Niedrzwica Duża,9060,6689,132,1155,348,3182,708,946,178,40,0,0,0,0
060911,gm. Niemce,16041,12302,174,2747,652,4970,1158,2309,260,32,0,0,0,0
060912,gm. Strzyżewice,6283,4360,74,729,227,2131,471,634,92,2,0,0,0,0
060913,gm. Wojciechów,4616,3125,61,524,119,1652,301,394,63,11,0,0,0,0
060914,gm. Wólka,9907,7444,161,1299,458,2968,789,1536,201,32,0,0,0,0
060915,gm. Wysokie,3469,2273,39,324,69,1461,161,161,54,4,0,0,0,0
060916,gm. Zakrzew,2221,1394,18,139,40,980,96,67,44,10,0,0,0,0
061001,gm. Cyców,5772,3705,64,387,172,2101,349,505,102,25,0,0,0,0
061002,gm. Ludwin,4290,2899,56,336,115,1476,293,494,107,22,0,0,0,0
061003,gm. Łęczna,17018,12381,201,1269,482,5663,1147,3230,310,79,0,0,0,0
061004,gm. Milejów,6805,4305,66,506,221,2240,409,756,63,44,0,0,0,0
061005,gm. Puchaczów,4284,3168,58,381,128,1717,365,436,68,15,0,0,0,0
061006,gm. Spiczyn,4450,3077,55,443,156,1385,340,590,85,23,0,0,0,0
061101,m. Łuków,21239,15964,248,2401,720,7096,1179,3680,602,38,0,0,0,0
061102,m. Stoczek Łukowski,1939,1441,130,159,59,676,106,279,20,12,0,0,0,0
061103,gm. Adamów,4074,2800,38,352,112,1691,226,307,60,14,0,0,0,0
061104,gm. Krzywda,7576,5047,71,623,169,3018,556,475,117,18,0,0,0,0
061105,gm. Łuków,13600,9831,143,1170,322,5614,1062,996,477,47,0,0,0,0
061106,gm. Serokomla,2981,1935,36,206,60,1244,171,155,47,16,0,0,0,0
061107,gm. Stanin,7202,5005,67,779,141,2833,550,366,259,10,0,0,0,0
061108,gm. Stoczek Łukowski,5905,4115,403,379,87,2500,332,317,79,18,0,0,0,0
061109,gm. Trzebieszów,5507,4162,79,378,118,2577,470,218,312,10,0,0,0,0
061110,gm. Wojcieszków,5095,3435,56,381,97,2162,311,306,114,8,0,0,0,0
061111,gm. Wola Mysłowska,3582,2359,75,301,58,1449,240,190,46,0,0,0,0,0
061201,gm. Chodel,4923,3171,43,350,96,2041,253,284,92,12,0,0,0,0
061202,gm. Józefów nad Wisłą,4998,3081,33,449,145,1784,224,386,49,11,0,0,0,0
061203,gm. Karczmiska,4248,2663,43,575,132,1385,211,268,39,10,0,0,0,0
061204,gm. Łaziska,3730,2342,33,364,107,1365,195,232,43,3,0,0,0,0
061205,gm. Opole Lubelskie,13327,8677,104,1075,436,4493,747,1681,117,24,0,0,0,0
061206,gm. Poniatowa,10535,7092,102,1300,281,3645,503,1130,106,25,0,0,0,0
061207,gm. Wilków,3447,2228,32,291,78,1392,175,214,43,3,0,0,0,0
061301,gm. Dębowa Kłoda,2968,1865,35,249,113,1033,137,230,53,15,0,0,0,0
061302,gm. Jabłoń,2788,1880,55,287,71,1044,182,151,81,9,0,0,0,0
061303,gm. Milanów,2834,1807,41,306,85,963,172,147,80,13,0,0,0,0
061304,gm. Parczew,10815,7512,139,1396,442,3323,508,1458,203,43,0,0,0,0
061305,gm. Podedwórze,1251,846,11,108,58,412,83,78,82,14,0,0,0,0
061306,gm. Siemień,3431,2264,50,293,94,1295,225,252,50,5,0,0,0,0
061307,gm. Sosnowica,1890,1206,32,178,63,649,75,174,30,5,0,0,0,0
061401,m. Puławy,35105,26036,391,4105,1746,9737,1777,7737,453,90,0,0,0,0
061402,gm. Baranów,3030,2025,32,339,111,1128,158,210,37,10,0,0,0,0
061403,gm. Janowiec,2891,2050,27,275,95,1012,188,408,36,9,0,0,0,0
061404,gm. Kazimierz Dolny,5718,3989,70,630,208,1735,297,966,67,16,0,0,0,0
061405,gm. Końskowola,6785,4857,102,728,237,2306,461,914,87,22,0,0,0,0
061406,gm. Kurów,5866,4036,68,520,189,2127,425,604,83,20,0,0,0,0
061407,gm. Markuszów,2268,1599,39,213,68,886,168,197,25,3,0,0,0,0
061408,gm. Nałęczów,8134,6007,91,873,347,2835,476,1243,124,18,0,0,0,0
061409,gm. Puławy,9523,6817,119,986,414,3187,624,1310,132,45,0,0,0,0
061410,gm. Wąwolnica,3600,2407,60,304,97,1365,231,260,85,5,0,0,0,0
061411,gm. Żyrzyn,4946,3551,72,611,165,1894,339,395,60,15,0,0,0,0
061501,m. Radzyń Podlaski,11381,8130,191,1525,500,3574,579,1479,245,37,0,0,0,0
061502,gm. Borki,4552,2959,50,619,94,1718,216,194,52,16,0,0,0,0
061503,gm. Czemierniki,3329,2360,67,446,100,1259,193,218,67,10,0,0,0,0
061504,gm. Kąkolewnica,6009,4045,98,376,86,2604,413,309,140,19,0,0,0,0
061505,gm. Komarówka Podlaska,3217,2147,64,404,87,1098,172,171,134,17,0,0,0,0
061506,gm. Radzyń Podlaski,6199,4198,103,601,177,2399,367,446,98,7,0,0,0,0
061507,gm. Ulan-Majorat,4412,3061,58,356,92,2009,265,186,81,14,0,0,0,0
061508,gm. Wohyń,5098,3250,281,497,142,1671,215,332,100,12,0,0,0,0
061601,m. Dęblin,11674,8642,156,1505,691,3677,573,1881,117,42,0,0,0,0
061602,gm. Kłoczew,5331,3822,55,420,104,2532,355,266,84,6,0,0,0,0
061603,gm. Nowodwór,3102,2209,22,288,92,1415,221,139,28,4,0,0,0,0
061604,gm. Ryki,15546,11360,153,2172,497,5525,816,1921,238,38,0,0,0,0
061605,gm. Stężyca,3983,2812,37,483,131,1599,189,324,28,21,0,0,0,0
061606,gm. Ułęż,2421,1660,21,342,97,866,117,189,23,5,0,0,0,0
061701,m. Świdnik,28963,21451,322,3745,1327,8886,1578,5109,420,64,0,0,0,0
061702,gm. Mełgiew,7896,5678,82,967,317,2638,566,960,124,24,0,0,0,0
061703,gm. Piaski,8118,5586,80,1352,237,2743,374,694,90,16,0,0,0,0
061704,gm. Rybczewice,2669,1710,21,186,60,1102,149,148,36,8,0,0,0,0
061705,gm. Trawniki,6727,4224,69,538,223,2317,465,536,64,12,0,0,0,0
061801,m. Tomaszów Lubelski,14183,9911,241,1312,578,4431,640,2412,266,31,0,0,0,0
061802,gm. Bełżec,2448,1494,40,226,77,804,114,194,37,2,0,0,0,0
061803,gm. Jarczów,2623,1610,54,167,58,1047,144,117,21,2,0,0,0,0
061804,gm. Krynice,2514,1625,46,203,58,1009,106,153,38,12,0,0,0,0
061805,gm. Lubycza Królewska,4859,2757,68,484,130,1478,214,337,30,16,0,0,0,0
061806,gm. Łaszczów,4494,2751,66,278,105,1597,205,430,57,13,0,0,0,0
061807,gm. Rachanie,3879,2426,76,222,83,1543,208,194,91,9,0,0,0,0
061808,gm. Susiec,5738,3644,85,413,154,2184,275,419,97,17,0,0,0,0
061809,gm. Tarnawatka,2996,1928,37,144,63,1278,189,149,64,4,0,0,0,0
061810,gm. Telatyn,2893,1732,45,206,59,1034,163,179,36,10,0,0,0,0
061811,gm. Tomaszów Lubelski,8642,5626,166,632,206,3196,532,719,154,21,0,0,0,0
061812,gm. Tyszowce,4201,2558,58,270,95,1647,197,247,33,11,0,0,0,0
061813,gm. Ulhówek,3388,1813,62,205,50,1141,156,169,24,6,0,0,0,0
061901,m. Włodawa,10005,6818,94,1141,658,2497,403,1884,119,22,0,0,0,0
061902,gm. Hanna,2154,1353,24,194,84,665,133,209,36,8,0,0,0,0
061903,gm. Hańsk,2740,1653,39,288,102,865,93,227,35,4,0,0,0,0
061904,gm. Stary Brus,1573,1040,13,131,57,622,74,125,12,6,0,0,0,0
061905,gm. Urszulin,3253,2293,44,317,96,1217,206,325,72,16,0,0,0,0
061906,gm. Włodawa,4633,3029,62,556,206,1285,240,573,90,17,0,0,0,0
061907,gm. Wola Uhruska,2978,1827,25,288,71,965,119,318,25,16,0,0,0,0
061908,gm. Wyryki,1945,1137,27,175,45,608,104,152,26,0,0,0,0,0
062001,gm. Adamów,3643,2395,82,231,95,1466,172,253,77,19,0,0,0,0
062002,gm. Grabowiec,3022,1811,25,164,52,1184,162,192,28,4,0,0,0,0
062003,gm. Komarów-Osada,3760,2499,45,374,96,1543,166,225,35,15,0,0,0,0
062004,gm. Krasnobród,5640,3996,62,343,146,2483,275,369,263,55,0,0,0,0
062005,gm. Łabunie,4697,3262,54,391,114,1978,322,301,83,19,0,0,0,0
062006,gm. Miączyn,4262,2501,50,335,79,1538,204,248,41,6,0,0,0,0
062007,gm. Nielisz,4224,2532,78,329,131,1530,167,251,33,13,0,0,0,0
062008,gm. Radecznica,4379,2748,46,293,88,1820,207,183,82,29,0,0,0,0
062009,gm. Sitno,5069,3353,68,344,138,2108,283,323,72,17,0,0,0,0
062010,gm. Skierbieszów,3895,2423,62,206,92,1565,204,228,61,5,0,0,0,0
062011,gm. Stary Zamość,3951,2673,62,309,113,1578,237,298,72,4,0,0,0,0
062012,gm. Sułów,3375,2134,61,211,69,1345,162,177,52,57,0,0,0,0
062013,gm. Szczebrzeszyn,8496,5339,365,522,269,2876,428,680,173,26,0,0,0,0
062014,gm. Zamość,17932,12594,282,1810,668,5911,1129,2288,445,61,0,0,0,0
062015,gm. Zwierzyniec,5117,3315,79,503,177,1566,214,689,68,19,0,0,0,0
066101,Biała Podlaska,42256,30807,512,3505,1996,12589,2250,8863,950,142,0,0,0,0
066201,Chełm,45531,30923,528,3312,2316,12185,2078,9707,670,127,0,0,0,0
066301,Lublin,257526,193293,2835,34490,14776,63744,14736,58388,3784,540,0,0,0,0
066401,Zamość,45930,31854,531,4633,2350,13401,2173,7913,722,131,0,0,0,0
080101,m. Kostrzyn nad Odrą,12764,9339,162,1208,1061,2073,634,4095,91,0,0,15,0,0
080102,gm. Bogdaniec,5349,3781,119,552,309,1187,262,1307,42,0,0,3,0,0
